"name","abund1976","abund1996","abund2006","ab_d","ab_d_s","LA_d","LA_ind","LA_ind_s","SLA_d","SLA_ind","SLA_ind_s","LS_d","LS_ind","LS_ind_s","SEED_d","SEED_ind","SEED_ind_s","HEIGHT_d","HEIGHT_ind","HEIGHT_ind_s","DENSITY_d","DENSITY_ind","DENSITY_ind_s","Comp.1_d","Comp.1_ind","Comp.1_ind_s","Comp.2_d","Comp.2_ind","Comp.2_ind_s"
"cecpel",83,17,11,-0.00811004915482528,-1.14879762561046,1.34406179406818,-0.0109004072170156,-2.83216391946274,0.208451553340909,0.00169055234399445,-1.14191010135861,-0.132628510060606,0.00107562373592275,0.8182313532958,-2.01837606888636,0.0163691291315914,2.46763720653967,0.191400595348485,-0.00155226823653903,-0.836410526266174,-0.314071807734848,0.00254713779887445,2.79406409003274,3.17919852109848,-0.0257834562790565,-2.81993525967929,0.323351775378788,-0.00262239879262199,-0.681240628574004
"cedodo",78,48,50,-0.00198358855075273,-0.28097755929593,0.976628615068182,-0.00193722933918674,-0.503334501999594,0.242880299340909,0.000481774580976023,-0.325422198578274,-0.0880343460606059,0.000174623920918822,0.132837127295866,-0.689808966886364,0.00136829716892236,0.206270045064239,0.393045958348485,-0.000779641462899689,-0.4200951297804,-0.140986058734848,0.000279658331922197,0.306769152044916,2.43203890909848,-0.00482416453507291,-0.527618621945445,-0.245241867621212,0.000486458960778653,0.12637117174881
"chospi",215,195,221,0.00635608172921606,0.900346158119771,-0.491736791931818,-0.00312551923878115,-0.812078176661566,0.463312085340909,-0.00294484948056034,1.98914477908856,-0.216714893060606,-0.00137745757223153,-1.04783758092476,0.947080386113637,0.00601972033827578,0.907469527564823,-0.196779576651515,-0.00125074707183757,-0.673941521160044,-0.0521939357348485,-0.000331748921300148,-0.363909541258992,-1.12281411290152,-0.00713669826831926,-0.780540314948885,0.614820896378788,0.00390785186621345,1.01517262332613
"chrbre",3,20,22,0.00277757068801845,0.393446026090029,-0.522040438931818,-0.0014500042211373,-0.376742772670294,-0.133673738659091,0.00037128825825733,-0.250792478639324,-0.0612370250606062,-0.000170090165829791,-0.129388281348983,1.33439793411364,0.00370638458794641,0.558735436530371,0.0250691733484849,6.9631401065605e-05,0.0375195700324241,0.146255652265152,0.000406235412688704,0.445616950600279,-1.20223015190152,-0.00333927923017362,-0.365216794101037,-0.364947704621212,-0.00101366804701549,-0.263328315837033
"cocvit",159,90,74,-0.00801263413203712,-1.13499867757187,0.389555410068182,-0.00312136497503203,-0.810998808187715,-0.021612733659091,-0.00017317492740346,0.11697372140327,0.0836397629393939,-0.000670174819323681,-0.509804712416056,-0.196718152886364,0.00157623058620857,0.237615893267497,-0.247932098651515,0.00198658919608272,1.07043620159038,-0.394452762734849,0.00316060567016559,3.46700316318411,0.811347846098485,-0.00650103344460352,-0.711017686549764,0.687460553378788,-0.005508369894432,-1.43095145553702
"corall",156,59,21,-0.0151967435549525,-2.15263589401964,0.164822927068182,-0.0025047717546318,-0.650794419761116,-0.142481863659091,-0.00216526034325891,1.46255906646252,0.082080702939394,-0.00124735939338021,-0.94887136682247,0.296539276113636,-0.00450643133307019,-0.679342042988638,0.326099169348485,-0.00495564545007195,-2.67025628774375,-0.0952285687348485,0.00144716413816866,1.58745606642365,0.517236683098485,-0.00786031323026191,-0.859682045348742,-0.742213882621212,0.0112792340371202,2.93009305331413
"corcur",1,43,0,-0.000116550116550117,-0.0165094556890242,-1.14848370393182,0.000133855909549163,0.0347786894456775,-0.508480082659091,-5.926341289733e-05,0.040030401938663,-0.111871429060606,1.30386280956417e-05,0.00991853745461017,0.296539276113636,-3.45616871927315e-05,-0.00521015532054014,-0.452052081651515,5.26867228032069e-05,0.0283892490419855,0.129865236265152,-1.51358084225118e-05,-0.0166031138188295,-2.88992757390152,0.000336821395559617,0.0368381383501508,0.128234913378788,-1.49457941000918e-05,-0.00388258345600598
"corgra",62,25,32,-0.00267742208040716,-0.379259862672808,0.455419892068182,-0.00121935127487999,-0.316814098511405,0.120574539340909,0.00032282893396627,-0.218059867839339,0.127319761939394,-0.000340888741888716,-0.259315453242227,-0.498952849886364,0.00133590737736783,0.201387301815682,-0.452052081651515,0.00121033422490779,0.652165819143608,-0.252723338734848,0.0006766470473629,0.74224300605126,0.866024752098485,-0.00231871379344762,-0.253597605863216,1.23807532837879,-0.00331485022140871,-0.86112404216114
"corpan",220,150,152,-0.0040347711989503,-0.571529898863534,0.500728567068182,-0.00202032520089836,-0.524924622140145,0.121238295340909,0.00048916878225133,-0.33041672782651,0.035725895939394,-0.000144145815992963,-0.109652308844474,0.296539276113636,-0.00119646813062087,-0.180366912120021,-0.151022085651515,0.000609339561592139,0.328331155266324,-0.257955865734848,0.00104079289766726,1.14169012050241,1.10823075609848,-0.00447145753649708,-0.489043076027362,0.628063157378788,-0.00253409113851372,-0.658300272606076
"couell",1,49,24,0.00329496374272494,0.466735336845996,-0.394254797931818,-0.00129905526458069,-0.337522936206492,-0.054252628659091,0.000178760444379225,-0.120746546467572,0.0583979979393938,0.000192419285858028,0.146374133825485,-0.731659526886364,-0.00241079161310985,-0.363425508706051,-0.305924045651515,-0.00100800863844947,-0.543146484557452,0.00456713326515154,1.50485385168673e-05,0.016507383737163,-1.03646884690152,-0.00341512727100442,-0.373512290344887,0.447129355378788,0.00147327501428108,0.382723939476695
"creala",1,1,0,-0.000116550116550117,-0.0165094556890242,-0.415038703931818,4.83728093160627e-05,0.0125683125869047,-0.0172508926590909,-2.01059355001059e-06,0.00135808695462142,-0.240171191060606,2.7991980310094e-05,0.0212936133385982,-0.618562752886364,7.20935609424666e-05,0.010868064629671,-0.247932098651515,2.88965149943491e-05,0.0155703432852368,0.0747885432651515,-8.71661343416685e-06,-0.00956162504983618,-1.06750280790152,0.000124417576678498,0.0136075438297439,0.378356791378788,-4.40975281327259e-05,-0.0114555527817573
"cupgua",95,29,26,-0.00737645439137976,-1.04488309854436,0.478609881068182,-0.00353044395896314,-0.917286464734309,0.00998081634090875,7.36230365274513e-05,-0.0497298349867996,-0.141619166060606,0.0010446473193913,0.794667467178092,0.610012861113636,-0.00449973204815982,-0.678332129475882,-0.0370787336515153,0.00027350958767052,0.147375493988336,0.0611186322651515,-0.000450838803367402,-0.494544312223243,1.04588165009848,-0.00771489829073248,-0.843778021046296,0.287408989378788,-0.00212005930182518,-0.550744049857308
"dalret",5,9,8,0.000554420703674435,0.0785343190665524,0.280737619068182,0.000155646748311667,0.040440425387217,-0.477454534659091,0.000264710679078243,-0.178802980842771,0.123368096939394,6.83978271161147e-05,0.0520305054403614,-0.00984543488636369,-5.45851293767859e-06,-0.000822867820829772,0.150007910348485,8.31674912121385e-05,0.0448132374647305,0.196658048265152,0.000109031293502406,0.11960107615674,0.602603935098485,0.000334096097734286,0.036540072670065,-0.609520291621212,-0.000337930668984479,-0.0877868392866532
"dionic",6,31,11,0.0008643098195337,0.122430462444406,-0.278169171931818,-0.000240424346792228,-0.0624674974786652,-0.147579141659091,0.000127554101294307,-0.0861584187293086,0.0283341709393938,2.44895021712645e-05,0.0186292639646372,0.847366593113636,0.000732387267172933,0.110406977398933,0.0250691733484849,2.1667532692688e-05,0.0116751422181955,0.0844668152651515,7.30054978584095e-05,0.0800828443719383,-0.646201182901515,-0.000558518027776072,-0.061085087377196,-0.286893892621212,-0.000247965208556761,-0.0644158222681279
"dipcos",17,22,22,0.00114586905631682,0.16231364644369,0.433220863068182,0.000496414381540695,0.128979300728078,0.0496739263409087,-5.69198150998082e-05,0.0384473820410429,-0.159830286060606,-0.000183144579059114,-0.139318826619023,0.750390386113636,0.000859849123605245,0.129621782097368,0.326099169348485,0.000373666947447046,0.201343402387271,0.0357748912651515,4.09933408938359e-05,0.044967344041045,1.12462134009848,0.00128866879369241,0.140941638314542,-0.468903697621212,-0.000537302237496685,-0.139579119330087
"diprob",5,6,22,0.00254447045491822,0.360427114711981,-0.876225450931818,-0.0022295297717434,-0.57928053981716,-0.0442871676590912,0.000112687389640567,-0.0761164651206556,0.095476239939394,0.000242936471672471,0.184802762660258,-0.717024695886364,-0.00182444815412957,-0.275034555005374,0.191400595348485,0.000487013159917976,0.262417875852286,-0.0108012507348485,-2.74834633709856e-05,-0.0301477831739351,-1.87865452390152,-0.00478018093106585,-0.522808137484212,-0.796963803621212,-0.00202785085195342,-0.526790354283925
"entcyc",17,11,11,-0.000417741462517582,-0.0591735501348608,0.438533502068182,-0.000183193626516919,-0.0475977061193501,-0.596168377659091,-0.000249044249990043,0.168220845547413,0.303699286939394,-0.000126867784291609,-0.0965088398142396,0.829985215113636,-0.00034671923762954,-0.0522677342282376,0.326099169348485,-0.000136225143929405,-0.073402355110172,-0.0871609467348485,3.64107413634327e-05,0.039940495162842,1.06585329609848,-0.000445251114741366,-0.0486970910447942,-1.01294683962121,0.000423149894235928,0.10992489042526
"eryhav",20,52,69,0.00747710001441345,1.0591396647577,-0.776820332931818,-0.00580836332256116,-1.50913967760851,0.103900227340909,-0.000776872391348272,0.524750643952921,-0.0946502600606061,-0.000707709460863394,-0.538357466987026,-0.328256622886364,-0.00245440759971494,-0.370000594679252,-0.372870835651515,-0.0027879925306243,-1.50225730635634,0.0915865562651515,0.000684801841170242,0.751188347190159,-1.91817816490152,-0.0143424099844327,-1.56862862706,0.574105586378788,0.00429264488818768,1.11513325513321
"eugsal",39,19,6,-0.00369257608063578,-0.52305757373819,-0.430160130931818,0.00158839901032199,0.412700762199224,-0.225176868659091,-0.000831482719123025,0.561638046550079,0.337131335939394,-0.00124488310712259,-0.946987645788759,0.901025934113636,-0.00332710681234052,-0.501559520623372,-0.151022085651515,0.000557660541124513,0.30048488766336,-0.0115468207348485,4.26375140528908e-05,0.0467709077051471,-1.06097245890152,0.00391772152395307,0.428480997405053,-0.0642719426212121,0.000237329037979083,0.0616527827371676
"exomex",231,260,304,0.0162894319610737,2.307416441279,-0.053014179931818,-0.000863570876971471,-0.224374578945962,0.227817906340909,-0.00371102428485451,2.50666957004696,0.0161641719393939,0.000263305179013854,0.200297321227738,-2.16485081388636,-0.035264190038677,-5.31605723788831,0.326099169348485,0.00531197023166481,2.86225519043228,0.141035704265152,0.0022973915087093,2.52010673237518,0.0508102750984848,0.000827670519140209,0.09052228122792,-0.556523285621212,-0.00906544819587995,-2.35500094213037
"ficova",3,4,10,0.00107181375838092,0.151823629822519,0.168496585068182,0.000180596958116279,0.0469230349434308,-0.194475942659091,0.000208441991016113,-0.140795412773909,0.313203172939394,0.000335695469925002,0.255364910124789,-0.208630438886364,-0.000223612974815455,-0.0337095328703041,0.246917923348485,0.000264650027435752,0.142601686688787,-0.204760973734848,-0.000219465628828485,-0.240741208731263,0.501355340098485,0.000537359551355303,0.0587709859218188,-0.633704680621212,-0.000679213395440203,-0.176444468227859
"ficspp",7,6,1,-0.000673704405047689,-0.0954309901342104,0.340848573068182,-0.000229631185130253,-0.0596631982972312,-0.0259193666590911,-1.74619914942759e-05,0.011794976090499,0.337612958939394,-0.000227451337638654,-0.17302315818213,-0.208630438886364,0.000140555245704776,0.0211886259242742,0.246917923348485,-0.000166349692645102,-0.0896344012551127,-0.140986058734848,9.49829288199796e-05,0.104190825757174,0.905810772098485,-0.000610248707302397,-0.0667428690812706,-0.446479613621212,0.000300795282460601,0.0781398953782588
"gename",59,93,106,0.00819106266867461,1.16027328137724,0.591206639068182,0.00484261063074397,1.25821603095621,0.0570570623409088,-0.000467357973324858,0.315684274779186,0.097254850939394,0.000796620578877184,0.605992516294538,0.134852138113636,0.00110458231429356,0.166515175885321,0.191400595348485,0.00156777427132107,0.844765661291845,0.0145186692651515,0.000118923329816616,0.130452072696874,1.42625555609848,0.011682548641548,1.27771973162417,-0.147814644621212,-0.00121075901744021,-0.314528147440125
"glisep",1,1,0,-0.000116550116550117,-0.0165094556890242,0.334087571068182,-3.89379453459419e-05,-0.0101169288184613,-0.00537101765909087,-6.25992734159775e-07,0.000422836612574278,-0.0754783120606062,8.79700606766972e-06,0.00669191831614403,0.145025013113636,-1.69026821810765e-05,-0.00254807003506632,0.0250691733484849,-2.92181507558099e-06,-0.0015743650662259,0.128786243265152,-1.50100516626051e-05,-0.0164651658652129,0.740737699098485,-8.63330651629936e-05,-0.00944224280462617,0.0716264023787879,-8.34806554531327e-06,-0.00216864095402516
"godaes",18,17,5,-0.00138717004388646,-0.19649420395764,0.521067953068182,-0.000722809855325419,-0.187801790532116,0.416124126340909,0.000577234922598534,-0.389902383865129,-0.0724475770606059,0.000100497108650629,0.076448559535529,-0.572191328886364,0.00079372667080275,0.119653858733125,0.150007910348485,-0.000208086479581424,-0.112123483428116,-0.0400733037348485,5.55884865005453e-05,0.0609773817573106,1.30813683409848,-0.00181460822956589,-0.198463606805639,0.215480651378788,-0.000298908304629797,-0.0776497006881229
"guaexc",63,19,35,-0.00236753296454789,-0.335363719294955,0.535305154068182,-0.00126735259834881,-0.329285890959913,0.0144752983409089,3.42707459937672e-05,-0.0231487130051895,0.0721644019393939,-0.000170851600458399,-0.129967507769714,1.16078191311364,-0.0027481894439475,-0.414288045991186,0.326099169348485,-0.000772050533144222,-0.416004900139565,0.0201045272651515,-4.75981310368981e-05,-0.052212420051101,1.35637325109848,-0.00321125838420666,-0.351215160898376,-0.486235566621212,0.00115117873251134,0.299050520288313
"guaulm",270,194,186,-0.00502929905914981,-0.712405893890133,-0.137636399931818,0.00069221461668186,0.179852479165255,0.00934465334090895,4.69970562555145e-05,-0.0317448989159886,-0.00998622706060615,5.02237223603628e-05,0.0382053899909693,-1.26399924688636,0.00635703022313165,0.958318807041614,0.0250691733484849,-0.000126080369935199,-0.0679360345634965,-0.0290579977348485,0.000146141360668651,0.160308691619761,-0.291669839901515,0.00146689485139907,0.160434212889537,-0.0965662406212121,0.000485660503101896,0.126163750279912
"guemac",123,206,95,-0.000831755309367251,-0.117819079298857,-0.322735390931818,0.000268436874928255,0.0697457642351535,0.239893350340909,0.000199532567827949,-0.134777403114531,-0.0841932190606061,7.00281569663791e-05,0.0532707039922797,0.216586256113636,-0.000180146768458492,-0.0271570261870641,0.150007910348485,-0.000124769875879439,-0.0672298995044613,0.0573145692651515,-4.76716972903868e-05,-0.0522931180122408,-0.626455793901515,0.000521057932661461,0.0569880787410638,-0.256489252621212,0.000213336297663331,0.055420004740205
"hampat",34,6,0,-0.00396270396270396,-0.561321493426824,-0.245536100931818,0.000972986880149395,0.252803246815232,0.131305358340909,0.000520324263821783,-0.351461186606136,0.140535817939394,-0.000556901842650279,-0.423637498082681,-2.18995392488636,0.00867813909628629,1.30822469206342,-0.452052081651515,0.00179134857530903,0.965234467427508,0.106054732265152,-0.000420263507810624,-0.461004966454403,-0.755184417901515,0.00299257228539062,0.32729747375129,0.938108166378788,-0.00371744494835417,-0.96570915927473
"helgua",14,1,0,-0.00163170163170163,-0.231132379646339,-0.715538694931818,0.0011675456560659,0.303353867025587,0.234866105340909,0.000383231407316169,-0.258859666029745,-0.153573309060606,0.00025058581898001,0.190621652287036,-1.74562518288636,0.00284833945925514,0.429385605673313,-0.196779576651515,0.000321085556307834,0.173010909330134,-0.0783692597348485,0.000127875248984601,0.140271814642205,-1.65500877590152,0.00270048052011902,0.295351412717556,0.346336165378788,-0.000565117286165854,-0.146804847656577
"hemexc",175,215,256,0.0159932107693302,2.26545637479431,-0.358884914931818,-0.0057397220864377,-1.4913051849638,-0.240732549659091,0.00385008640573609,-2.60060126113901,0.229725409939394,0.0036740469002315,2.79486242897912,0.601126386113636,0.00961394099212113,1.44929631276777,0.246917923348485,0.00394901039083763,2.12784993049623,0.0116985652651515,0.000187097619984333,0.205235359296156,-0.721678186901515,-0.011541951350744,-1.26234261330991,-0.883340932621212,-0.0141274577165877,-3.66999794313442
